0.29630655,0.5420519,0.92229134,0.06739235,0.0036528707,0.6204876,0.45411953,0.08059555,0.7382215,2.1668684,0.6650753,-0.7772124,-0.25846434,-0.07018642,-0.5778628,-0.8432236,0.4497135,-0.3786588,-0.80204004,0.26101622,-0.12178542,1.5089953,0.5629679,-0.07340309,1.3716612,0.6986127,0.0787794,-0.40864056,0.07918203,-0.35853213
-0.073928475,0.9456252,0.8548825,0.26002914,-0.53341216,1.2181187,1.1656649,0.6391202,-0.3777487,0.5837295,0.34057733,-1.648519,0.7255791,0.89344597,-0.77783525,-0.38168442,1.0497376,0.5184953,0.11714052,0.08975625,-0.97140574,0.9447534,1.1464785,-1.1545305,0.22333503,1.004955,-0.19584501,0.3262897,-1.2621939,0.16537616
-0.09237981,0.33631727,1.0096269,-0.8426404,0.68829256,0.40040618,0.98267496,-0.4150646,0.022547156,0.3011432,-0.010798978,-0.711848,0.37709722,0.30035672,-0.49256068,-0.27276015,0.45447713,-0.88104296,-0.7202403,-0.16825254,-0.26923034,1.3323517,0.35541266,-0.21700811,0.32533118,0.060483277,0.14920944,-0.2890411,-1.0356786,0.026720136
1.2278639,1.45055,0.36102033,-0.5325161,0.7141204,1.8283998,0.68072516,-0.9063282,1.021824,0.3649564,0.7241397,-0.7421256,-0.42059705,0.3836423,-1.2332563,-0.16797458,1.4610832,-0.5904157,-0.62346286,0.4892532,0.039345056,0.6622904,0.14038244,0.8295846,0.26770043,1.1080105,-0.29776695,-0.41885564,1.1942176,-0.89540553
1.1945971,0.26539224,1.2018476,-0.4203593,-0.5637579,1.4779425,0.6552235,0.5932328,-0.21427476,1.0421053,0.3328368,-1.1799301,0.086758375,-0.06742787,-0.02501665,-0.6864318,1.2270439,-0.3451376,-0.64190775,-0.18292096,-0.7808383,1.6680405,0.44371352,-0.7148752,0.14822808,1.5266316,-0.8804038,0.4022882,-0.9547869,0.13727719
0.9106657,0.58331347,1.2308513,-0.70645696,-0.19723949,1.2717793,1.1035798,0.31841338,0.1344375,1.4938214,0.024113324,-0.82500494,0.30962196,0.15805346,-0.46498543,-0.5747763,1.1278678,0.12466529,-0.8655972,-0.123083085,-0.7216422,1.2605228,0.2641844,0.0832151,-0.093740076,0.558417,0.033798933,0.12175661,-0.6419857,0.0017358661
0.23001626,0.24295813,0.5467139,-0.67278993,-0.024786413,1.4214234,0.38379204,-0.3552157,-0.11146611,1.0182852,0.36369586,-0.7727564,0.34569207,0.025110334,-0.62755173,-0.4248618,0.09127274,-0.24277209,-0.19899021,-0.49062622,-0.69310915,1.0932235,0.5087402,-0.4890461,1.0291618,0.4158001,-0.37000668,-0.24831349,0.04896784,-0.058547482
0.5266128,0.38485754,0.3502342,-0.8056593,0.19701043,0.7178825,0.99733686,-0.21600431,0.24821347,0.91288376,0.056665227,-1.5968273,0.4748299,0.007865906,-1.0212266,-0.35117453,1.944983,-1.0289071,-0.8255321,0.21795218,0.2053444,0.7784936,-0.34690738,0.48886025,-0.37016237,0.5883327,0.4223103,-0.41778535,-0.9366348,0.11728576
0.6896444,0.47025102,1.4982373,-0.78408414,0.21695367,1.4972961,1.3996321,0.36412823,0.19041434,0.52065927,0.56828445,-1.5658977,0.38850975,0.08292665,-1.3697249,-0.31883478,0.6944956,-0.48902893,-1.2933706,0.27210975,-0.22139482,0.98025346,-0.7909709,0.29648662,-0.23396401,0.5868482,-0.12799063,-0.6908608,-0.7412657,0.22131878
0.61324805,1.3665342,0.9991664,-0.71993285,0.51744443,0.62561023,0.6218619,-0.28173357,0.40824783,0.94673294,0.19784993,-1.1289301,-0.038550615,0.22832921,-0.68753767,-0.36358288,1.4067025,-0.824672,-0.379548,-0.082285136,-0.2829181,0.78788024,0.3376333,0.47736377,-0.30585372,0.71484613,0.7985773,-0.37495613,-0.8790517,-0.42156076
0.32881144,0.5967759,0.7002078,0.16844955,0.04912392,1.0914118,0.09894481,-0.31239924,-0.13831535,0.71150947,0.46645284,-0.37152365,0.76903826,0.26214755,-0.83675236,-0.16734743,0.6999198,-0.28996667,0.2698244,-0.48674107,-0.27623674,0.9564482,0.8403918,-0.6725857,-0.050631523,0.98108405,-0.75754666,0.3538242,-0.26466137,0.23800015
